room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location
11836150,1352,53320272,Shared room,,Lisbon,,Avenidas Novas,6,4.0,6,1.0,,64.0,,Swallow Hostel 5 sinta-se em casa!,2017-06-20 17:25:55.629994,38.732784,-9.148877,0101000020E6100000D1402C9B394C22C01B84B9DDCB5D4340
12064251,1352,64460695,Shared room,,Lisbon,,Estrela,20,4.0,8,1.0,,43.0,,Kab+1 Hostel - London Room,2017-06-20 17:25:47.341276,38.706379,-9.157019,0101000020E610000085B35BCB645022C064CA87A06A5A4340
17377117,1352,117425901,Shared room,,Lisbon,,Arroios,0,0.0,10,1.0,,48.0,,Saldanha Room - Metro Hostel,2017-06-20 17:25:41.398049,38.734945,-9.142687,0101000020E6100000F3203D450E4922C0EBAD81AD125E4340
16479504,1352,105922671,Shared room,,Lisbon,,Misericórdia,3,5.0,8,1.0,,52.0,,8 Bed Dorm in Lisbon's most social hostel,2017-06-20 17:24:54.276041,38.711117,-9.149266,0101000020E61000003ACFD8976C4C22C09850C1E1055B4340
16479635,1352,105922671,Shared room,,Lisbon,,Misericórdia,2,0.0,10,1.0,,45.0,,10 Bed Dorm in Lisbon's most social hostel,2017-06-20 17:24:54.265873,38.709847,-9.150418,0101000020E61000009F758D96034D22C0F5143944DC5A4340
7722075,1352,40574313,Shared room,,Lisbon,,Avenidas Novas,1,0.0,4,1.0,,42.0,,Lisbon Forever Hostel 4 beds dorm (Breakfast),2017-06-20 17:24:54.255007,38.730963,-9.152093,0101000020E6100000ACE63922DF4D22C004CB1132905D4340
13231767,1352,1379661,Shared room,,Lisbon,,Santa Maria Maior,32,4.5,6,1.0,,42.0,,Bed in a 6-bed dorm @ This Is Lisbon Hostel,2017-06-20 17:24:45.634479,38.715699,-9.134668,0101000020E6100000ADA23F34F34422C0D4635B069C5B4340
13570032,1352,78249982,Shared room,,Lisbon,,Misericórdia,8,5.0,10,1.0,,48.0,,Sunset Destination Hostel - Dormitories,2017-06-20 17:24:45.630160,38.70552,-9.14225,0101000020E610000046B6F3FDD44822C04356B77A4E5A4340
6360109,1352,29676067,Shared room,,Lisbon,,Misericórdia,25,4.5,9,1.0,,20.0,,Bright 9 bed dorm with superb view,2017-06-20 17:24:37.400236,38.714227,-9.143829,0101000020E6100000CA6E66F4A34922C0C97553CA6B5B4340
11839628,1352,53320272,Shared room,,Lisbon,,Avenidas Novas,2,0.0,10,1.0,,40.0,,Swallow Hostel 17 sinta-se em casa!,2017-06-20 17:24:37.392572,38.733829,-9.149238,0101000020E610000012A452EC684C22C09EEDD11BEE5D4340
7722107,1352,40574313,Shared room,,Lisbon,,Avenidas Novas,22,5.0,4,1.0,,36.0,,Lisbon Forever Hostel 4 beds dorm (Breakfast),2017-06-20 17:24:37.390262,38.732551,-9.150726,0101000020E6100000555051F52B4D22C078D32D3BC45D4340
12070760,1352,64460695,Shared room,,Lisbon,,Estrela,0,0.0,6,1.0,,31.0,,Kab+1 Hostel - Amsterdam Room,2017-06-20 17:24:37.383707,38.706692,-9.158141,0101000020E610000040506EDBF75022C0232C2AE2745A4340
12070865,1352,64460695,Shared room,,Lisbon,,Estrela,1,0.0,6,1.0,,31.0,,Kab+1 Hostel - Madrid Room,2017-06-20 17:24:30.828465,38.707347,-9.156651,0101000020E61000007AC5538F345022C03CF6B3588A5A4340
5725814,1352,29676067,Shared room,,Lisbon,,Misericórdia,23,5.0,6,1.0,,21.0,,Cosy and charming 6 bed dorm,2017-06-20 17:24:30.823967,38.71414,-9.144854,0101000020E6100000BB63B14D2A4A22C0FA6184F0685B4340
17378510,1352,117425901,Shared room,,Lisbon,,Arroios,0,0.0,8,1.0,,33.0,,Cais Sodre Room - Metro Hostel,2017-06-20 17:24:30.806111,38.734935,-9.142788,0101000020E6100000C2853C821B4922C0C7D79E59125E4340
11839136,1352,53320272,Shared room,,Lisbon,,Avenidas Novas,1,0.0,6,1.0,,40.0,,Swallow Hostel 15 sinta-se em casa!,2017-06-20 17:24:30.802244,38.733663,-9.149497,0101000020E610000042B3EBDE8A4C22C083A44FABE85D4340
5724415,1352,29676067,Shared room,,Lisbon,,Misericórdia,28,4.5,9,1.0,,20.0,,Bunk bed with a view,2017-06-20 17:24:30.788249,38.714827,-9.144491,0101000020E6100000F7216FB9FA4922C01EA67D737F5B4340
11319185,1352,58899339,Shared room,,Lisbon,,Avenidas Novas,0,0.0,9,1.0,,31.0,,NestHouse Lisbon Hostel Mixed Dorm,2017-06-20 17:24:24.214454,38.735702,-9.144458,0101000020E6100000884A2366F64922C008CDAE7B2B5E4340
5803348,1352,29676067,Shared room,,Lisbon,,Misericórdia,19,5.0,9,1.0,,20.0,,Bunk with a view at Lookout Lisbon! Hostel,2017-06-20 17:24:24.206358,38.713961,-9.144652,0101000020E61000001C9AB2D30F4A22C04ACFF412635B4340
7465447,1352,704061,Shared room,,Lisbon,,Avenidas Novas,4,3.5,6,1.0,,37.0,,Room in Lisbon center,2017-06-20 17:24:24.199030,38.735061,-9.15451,0101000020E610000057CF49EF1B4F22C054C8957A165E4340
15447778,1352,73826302,Shared room,,Lisbon,,Arroios,41,4.5,3,1.0,,30.0,,Single Bed Mixed Dormitory,2017-06-20 17:24:24.188249,38.726616,-9.140839,0101000020E6100000B000A60C1C4822C00B60CAC0015D4340
9577152,1352,49576492,Shared room,,Lisbon,,Misericórdia,0,0.0,8,1.0,,39.0,,Lost Inn Lisbon Hostel - 8 bed dorm,2017-06-20 17:24:17.546691,38.708614,-9.143986,0101000020E6100000E9297288B84922C06EBE11DDB35A4340
3016905,1352,11926451,Shared room,,Lisbon,,Arroios,18,4.5,4,1.0,,27.0,,Historical area near tram stops,2017-06-20 17:24:17.540843,38.723162,-9.132549,0101000020E6100000293C6876DD4322C0E0DA8992905C4340
16811978,1352,35989446,Shared room,,Lisbon,,Olivais,5,4.5,2,1.0,,27.0,,Daybed close to airport and Parque das Nações,2017-06-20 17:24:17.528031,38.771122,-9.111228,0101000020E61000008ACC5CE0F23822C0F19C2D20B4624340
286153,1352,1489229,Shared room,,Lisbon,,Campolide,29,4.5,2,1.0,,21.0,,Shared Dorm / shared appartment -1,2017-06-20 17:24:17.511473,38.729525,-9.167495,0101000020E6100000AF7C96E7C15522C0A54E4013615D4340
17479916,1352,118409410,Shared room,,Lisbon,,Santa Maria Maior,10,4.0,13,1.0,,33.0,,LISBON KNOCK,2017-06-20 17:24:10.046083,38.718646,-9.134468,0101000020E610000091B75CFDD84422C05BB39597FC5B4340
3123304,1352,8488955,Shared room,,Lisbon,,Arroios,0,0.0,2,1.0,,460.0,,quarto no centro de lisboa,2017-06-20 17:24:06.884637,38.721617,-9.136208,0101000020E61000003AE8120EBD4522C06B9E23F25D5C4340
3110303,1352,15806678,Shared room,,Lisbon,,Arroios,0,0.0,2,1.0,,460.0,,UEFA LISBOA,2017-06-20 17:24:06.881417,38.732262,-9.134285,0101000020E6100000CDAFE600C14422C0410DDFC2BA5D4340
3049237,1352,15020890,Shared room,,Lisbon,,Areeiro,0,0.0,1,1.0,,167.0,,,2017-06-20 17:23:50.126237,38.738405,-9.134452,0101000020E61000007AC37DE4D64422C0F819170E845E4340
13514728,1352,77597089,Shared room,,Lisbon,,Lumiar,0,0.0,2,1.0,,173.0,,Autocaravana com condutor,2017-06-20 17:23:50.122762,38.761582,-9.170725,0101000020E61000001D386744695722C0739CDB847B614340
19037719,1352,8477034,Shared room,,Lisbon,,São Vicente,0,0.0,4,1.0,,133.0,,Rez chaussez orange,2017-06-20 17:23:47.853351,38.718112,-9.128895,0101000020E6100000603C8386FE4122C0BD6E1118EB5B4340
17286309,1352,95779617,Shared room,,Lisbon,,Arroios,0,0.0,1,1.0,,138.0,,"Apartamento, quarto sala",2017-06-20 17:23:47.848155,38.732699,-9.135252,0101000020E6100000EB6F09C03F4522C0EC67B114C95D4340
349975,1352,1466881,Shared room,,Lisbon,,Santo António,0,0.0,4,1.0,,115.0,,BERNARDIM WHITE  IN LISBON,2017-06-20 17:23:43.762439,38.725445,-9.143818,0101000020E6100000FA264D83A24922C0FB05BB61DB5C4340
1006509,1352,5534910,Shared room,,Lisbon,,Santo António,0,0.0,8,1.0,,115.0,,Shared Dorms Lisbon,2017-06-20 17:23:43.759482,38.715926,-9.144646,0101000020E610000093FE5E0A0F4A22C0952D9276A35B4340
12868601,1352,67452133,Shared room,,Lisbon,,Arroios,0,0.0,10,1.0,,115.0,,Large artistic room - Lisbon city center,2017-06-20 17:23:43.757247,38.73144,-9.135025,0101000020E6100000E9482EFF214522C03D7E6FD39F5D4340
13844212,1352,39832910,Shared room,,Lisbon,,Lumiar,2,0.0,7,1.0,,114.0,,Luxury and quite apartment,2017-06-20 17:23:43.754624,38.768529,-9.156442,0101000020E61000001171732A195022C0888384285F624340
13315683,1352,67452133,Shared room,,Lisbon,,Arroios,0,0.0,5,1.0,,92.0,,Large family/friends room - central Lisbon,2017-06-20 17:23:38.157896,38.729719,-9.136937,0101000020E61000008639419B1C4622C08A22A46E675D4340
8078043,1352,823551,Shared room,,Lisbon,,Campo de Ourique,3,4.5,4,1.0,,87.0,,Shared Room at City Center,2017-06-20 17:23:38.155094,38.721642,-9.157656,0101000020E61000004E098849B85022C0C4B5DAC35E5C4340
8946600,1352,46762399,Shared room,,Lisbon,,Avenidas Novas,1,0.0,3,1.0,,64.0,,Mixed tripple room,2017-06-20 17:23:33.201934,38.730823,-9.148878,0101000020E61000001230BABC394C22C01215AA9B8B5D4340
18356401,1352,118409410,Shared room,,Lisbon,,Santa Maria Maior,0,0.0,4,1.0,,69.0,,lisbon knock 4 women bunk,2017-06-20 17:23:33.198986,38.71693,-9.134007,0101000020E6100000C2DEC4909C4422C0B9C2BB5CC45B4340
17941583,1352,123079348,Shared room,,Lisbon,,Arroios,0,0.0,3,1.0,,49.0,,Room Almirante Reis,2017-06-20 17:23:26.267123,38.731765,-9.136077,0101000020E6100000C07971E2AB4522C0C1ADBB79AA5D4340
17953842,1352,123079348,Shared room,,Lisbon,,Arroios,0,0.0,2,1.0,,47.0,,Quarto de casal,2017-06-20 17:23:26.264556,38.727834,-9.136257,0101000020E6100000C0B33D7AC34522C05C751DAA295D4340
14348377,1352,84472028,Shared room,,Lisbon,,São Vicente,0,0.0,5,1.0,,62.0,,Lisboa Arte Hostel - Shared Room 2,2017-06-20 17:23:26.262312,38.715985,-9.119991,0101000020E6100000F1A0D9756F3D22C09AB67F65A55B4340
4686135,1352,24225052,Shared room,,Lisbon,,Areeiro,9,5.0,4,1.0,,56.0,,Shared Room / Whole room / 4 Beds,2017-06-20 17:23:26.256340,38.73886,-9.128114,0101000020E6100000CA518028984122C04A29E8F6925E4340
17954348,1352,123079348,Shared room,,Lisbon,,Arroios,1,0.0,2,1.0,,47.0,,Nice Room Anjos,2017-06-20 17:23:26.254038,38.732005,-9.134631,0101000020E6100000390EBC5AEE4422C016C1FF56B25D4340
12533315,1352,67897539,Shared room,,Lisbon,,Parque das Nações,12,4.5,3,1.0,,46.0,,Camper Van,2017-06-20 17:23:26.251581,38.782413,-9.09824,0101000020E61000006E5166834C3222C08D7BF31B26644340
18356014,1352,118409410,Shared room,,Lisbon,,Santa Maria Maior,2,0.0,3,1.0,,52.0,,lisbon knock 3 men bunk,2017-06-20 17:23:26.247349,38.718885,-9.134688,0101000020E6100000CA5356D3F54422C0E04A766C045C4340
14297674,1352,86685076,Shared room,,Lisbon,,Santa Maria Maior,3,3.0,2,1.0,,29.0,,Twin room (DORMITORY STYLE),2017-06-20 17:23:20.155853,38.717797,-9.13411,0101000020E61000001422E010AA4422C05D15A8C5E05B4340
13116032,1352,72951043,Shared room,,Lisbon,,Arroios,1,0.0,8,1.0,,10.0,,Nicely Hostel,2017-06-20 17:23:20.149861,38.735619,-9.132748,0101000020E61000000438BD8BF74322C07AA86DC3285E4340
5557699,1352,28812904,Shared room,,Lisbon,,Santa Maria Maior,22,4.0,1,1.0,,10.0,,Lisbon Cozy Flat - Bunk Beds 1,2017-06-20 17:23:20.147243,38.712782,-9.137569,0101000020E610000008E3A7716F4622C0B796C9703C5B4340
17005602,1352,1379661,Shared room,,Lisbon,,Santa Maria Maior,0,0.0,4,1.0,,23.0,,Bed in a 4-bed dorm @ This Is Lisbon Hostel,2017-06-20 17:23:20.143669,38.71556,-9.133353,0101000020E6100000A0A52BD8464422C0B3295778975B4340
16389020,1352,105922671,Shared room,,Lisbon,,Misericórdia,0,0.0,6,1.0,,28.0,,6 Bed Dorm in Lisbon's most social hostel,2017-06-20 17:23:20.140511,38.708636,-9.149537,0101000020E61000007B15191D904C22C056629E95B45A4340
17784892,1352,103885214,Shared room,,Lisbon,,Santa Maria Maior,0,0.0,1,1.0,,22.0,,Lisboa Tu & Eu - III,2017-06-20 17:23:20.136931,38.710639,-9.132414,0101000020E6100000AA108FC4CB4322C08E210038F65A4340
11834939,1352,53320272,Shared room,,Lisbon,,Avenidas Novas,21,4.0,6,1.0,,18.0,,Swallow Hostel 4 sinta se em casa!,2017-06-20 17:23:20.132511,38.732044,-9.148959,0101000020E6100000C5E3A25A444C22C0D49D279EB35D4340
13556777,1352,77905788,Shared room,,Lisbon,,Arroios,1,0.0,7,1.0,,15.0,,Guest House & Hostel - LB,2017-06-20 17:23:20.124847,38.734037,-9.133879,0101000020E61000000C3ECDC98B4422C0E886A6ECF45D4340
5392355,1352,5799522,Shared room,,Lisbon,,Santo António,0,0.0,6,1.0,,23.0,,6-bed female only room,2017-06-20 17:23:20.118127,38.722539,-9.144064,0101000020E6100000D80FB1C1C24922C0D28A6F287C5C4340
14328744,1352,3573506,Shared room,,Lisbon,,Santo António,0,0.0,10,1.0,,18.0,,ACM/YMCA Lisboa,2017-06-20 17:23:12.437059,38.719935,-9.15489,0101000020E610000073F4F8BD4D4F22C0751F80D4265C4340
17789633,1352,103885214,Shared room,,Lisbon,,Santa Maria Maior,0,0.0,1,1.0,,22.0,,Lisboa Tu & Eu Hostel - XII,2017-06-20 17:23:12.433185,38.708686,-9.132131,0101000020E61000005793A7ACA64322C008910C39B65A4340
16213452,1352,105922671,Shared room,,Lisbon,,Misericórdia,5,4.5,10,1.0,,23.0,,14 Bed Dorm in Lisbon's most social hostel,2017-06-20 17:23:12.431034,38.709111,-9.14796,0101000020E6100000793BC269C14B22C0EF1D3526C45A4340
11814772,1352,53320272,Shared room,,Lisbon,,Avenidas Novas,0,0.0,4,1.0,,21.0,,Swallow Hostel 2 sinta se em casa,2017-06-20 17:23:12.426905,38.73324,-9.148487,0101000020E610000026C3F17C064C22C03D0FEECEDA5D4340
11838855,1352,53320272,Shared room,,Lisbon,,Avenidas Novas,0,0.0,6,1.0,,18.0,,Swallow Hostel 14 sinta-se em casa!,2017-06-20 17:23:12.424057,38.734156,-9.150111,0101000020E61000002B8A5759DB4C22C0C214E5D2F85D4340
18790690,1352,61255540,Shared room,,Lisbon,,Arroios,0,0.0,4,1.0,,18.0,,Hostel Seven Hills - Quarto S. Roque,2017-06-20 17:23:12.419994,38.728475,-9.134012,0101000020E6100000098B8A389D4422C0107A36AB3E5D4340
3003018,1352,15304954,Shared room,,Lisbon,,Avenidas Novas,5,3.5,14,1.0,,23.0,,Hostel Elias Garcia Residence,2017-06-20 17:23:12.414006,38.739835,-9.148644,0101000020E6100000467EFD101B4C22C0D4B7CCE9B25E4340
17378961,1352,117425901,Shared room,,Lisbon,,Arroios,0,0.0,10,1.0,,16.0,,Baixa Chiado Room - Metro Hostel,2017-06-20 17:23:12.411538,38.733391,-9.142546,0101000020E6100000EA5910CAFB4822C022179CC1DF5D4340
12041448,1352,64460695,Shared room,,Lisbon,,Estrela,1,0.0,6,1.0,,15.0,,Kab+1 Hostel - Paris Room,2017-06-20 17:23:12.409121,38.706957,-9.15661,0101000020E61000000074982F2F5022C0D25625917D5A4340
6728398,1352,28812904,Shared room,,Lisbon,,Santa Maria Maior,3,2.5,1,1.0,,11.0,,Lisbon Cozy Flat - Bunk Beds 4,2017-06-20 17:23:12.406878,38.710566,-9.135661,0101000020E610000071AFCC5B754522C024D3A1D3F35A4340
2376711,1352,11481927,Shared room,,Lisbon,,São Vicente,7,4.0,4,1.0,,31.0,,Alfama Patio Hostel - 4 Bed Dorm,2017-06-20 17:23:12.404259,38.713841,-9.130053,0101000020E61000004E7E8B4E964222C0A0C552245F5B4340
16546294,1352,50451666,Shared room,,Lisbon,,Santo António,1,0.0,16,1.0,,19.0,,"Lisbon Center, perfect for families",2017-06-20 17:23:12.400425,38.724474,-9.14825,0101000020E610000096438B6CE74B22C0B2666490BB5C4340
18791469,1352,61255540,Shared room,,Lisbon,,Arroios,0,0.0,5,1.0,,18.0,,Hostel Seven Hills - Quarto S. Catarina,2017-06-20 17:23:04.325578,38.727638,-9.135699,0101000020E61000002733DE567A4522C0D6A9F23D235D4340
18791292,1352,61255540,Shared room,,Lisbon,,Arroios,0,0.0,6,1.0,,32.0,,Hostel Seven Hills - Quarto S. Vicente,2017-06-20 17:23:04.317610,38.726522,-9.135839,0101000020E6100000EE0A7DB08C4522C08AE942ACFE5C4340
5823046,1352,29676067,Shared room,,Lisbon,,Misericórdia,35,4.5,12,1.0,,15.0,,The perfect backpacker 12 bed dorm,2017-06-20 17:23:04.313551,38.713585,-9.145194,0101000020E61000009E2633DE564A22C045F5D6C0565B4340
17786062,1352,103885214,Shared room,,Lisbon,,Santa Maria Maior,0,0.0,1,1.0,,22.0,,Lisboa Tu & Eu Hostel - VI,2017-06-20 17:23:04.311337,38.710411,-9.132191,0101000020E6100000ADA6EB89AE4322C0FDDB65BFEE5A4340
16346614,1352,99226664,Shared room,,Lisbon,,Marvila,0,0.0,1,1.0,,18.0,,1 bed in 2 beds room. Lisbon red line metro.,2017-06-20 17:23:04.308386,38.755217,-9.113912,0101000020E6100000703E75AC523A22C00E315EF3AA604340
11836748,1352,53320272,Shared room,,Lisbon,,Avenidas Novas,6,4.0,8,1.0,,18.0,,Swallow Hostel 7 sinta-se em casa!,2017-06-20 17:23:04.305859,38.733844,-9.150675,0101000020E61000004CA60A46254D22C0D32EA699EE5D4340
13078189,1352,72524317,Shared room,,Lisbon,,Ajuda,7,5.0,2,1.0,,21.0,,Sofa bed for two in sunny elegant living room.,2017-06-20 17:23:04.303040,38.703416,-9.200875,0101000020E6100000022B8716D96622C0D7BD1589095A4340
697493,1352,3573506,Shared room,,Lisbon,,Campo de Ourique,0,0.0,10,1.0,,18.0,,Budget Apartment in downtown Lisbon,2017-06-20 17:23:04.298778,38.717711,-9.156486,0101000020E61000004F90D8EE1E5022C05F7D3CF4DD5B4340
15880914,1352,101182323,Shared room,,Lisbon,,Belém,7,4.5,8,1.0,,16.0,,Belém guest HOUSE,2017-06-20 17:23:04.292631,38.702934,-9.203295,0101000020E610000072E14048166822C08C9FC6BDF9594340
18095471,1352,124601372,Shared room,,Lisbon,,Santo António,5,4.0,16,1.0,,11.0,,Brother`s Hostel,2017-06-20 17:23:04.284527,38.723849,-9.143064,0101000020E61000004B7842AF3F4922C0041F8315A75C4340
2557813,1352,13060370,Shared room,,Lisbon,,Arroios,0,0.0,2,1.0,,35.0,,Lisbon Center - Twin Room!,2017-06-20 17:22:55.901088,38.72767,-9.142681,0101000020E61000006A85E97B0D4922C0E223624A245D4340
18002891,1352,25913998,Shared room,,Lisbon,,Arroios,0,0.0,1,1.0,,18.0,,ROOM GANI Bairo Alto two,2017-06-20 17:22:55.896520,38.725793,-9.133965,0101000020E6100000069E7B0F974422C03755F7C8E65C4340
6691321,1352,28812904,Shared room,,Lisbon,,Santa Maria Maior,1,0.0,1,1.0,,11.0,,Lisbon Cozy Flat - Bunk Beds 2,2017-06-20 17:22:55.891447,38.711457,-9.136102,0101000020E610000023D74D29AF4522C051C1E105115B4340
15537505,1352,48360716,Shared room,,Lisbon,,Arroios,2,0.0,4,1.0,,15.0,,Bed in Cozy Shared Dormitory Room,2017-06-20 17:22:55.887895,38.730367,-9.140124,0101000020E6100000F8C43A55BE4722C0F08975AA7C5D4340
4010418,1352,12771657,Shared room,,Lisbon,,Misericórdia,12,4.5,6,1.0,,15.0,,Lisbon Best Hostel  {6 Bed Room},2017-06-20 17:22:55.881244,38.71414,-9.144635,0101000020E6100000C3B645990D4A22C0FA6184F0685B4340
5610245,1352,29084261,Shared room,,Lisbon,,Santa Maria Maior,8,4.0,4,1.0,,11.0,,"Typical Portuguese duplex, heart of Lisbon",2017-06-20 17:22:55.875972,38.71488,-9.139842,0101000020E6100000E736E15E994722C041481630815B4340
17786406,1352,103885214,Shared room,,Lisbon,,Santa Maria Maior,0,0.0,1,1.0,,22.0,,Lisboa Tu & Eu Hostel - VIII,2017-06-20 17:22:55.873865,38.709986,-9.13262,0101000020E61000004E97C5C4E64322C0164F3DD2E05A4340
14103514,1352,84472028,Shared room,,Lisbon,,São Vicente,9,4.5,2,1.0,,35.0,,Lisboa Arte Hostel - Shared room 2,2017-06-20 17:22:55.869475,38.714905,-9.122155,0101000020E6100000F415A4198B3E22C09A5FCD01825B4340
2382263,1352,11481927,Shared room,,Lisbon,,São Vicente,4,5.0,6,1.0,,31.0,,Alfama Patio Hostel 6 Mixed Ensuite,2017-06-20 17:22:55.867125,38.713416,-9.129443,0101000020E61000006B64575A464222C0B9382A37515B4340
12070663,1352,64460695,Shared room,,Lisbon,,Estrela,5,4.5,7,1.0,,13.0,,Kab+1 Hostel - New York Room,2017-06-20 17:22:55.864860,38.70661,-9.158411,0101000020E61000003FA7203F1B5122C066834C32725A4340
13520423,1352,77663975,Shared room,,Lisbon,,Santa Maria Maior,7,4.5,10,1.0,,15.0,,Lisbon Destination Hostel - dorm beds,2017-06-20 17:22:55.860710,38.713968,-9.139971,0101000020E6100000DEC66647AA4722C0FD31AD4D635B4340
12826043,1352,6981742,Shared room,,Lisbon,,Alvalade,6,4.5,2,1.0,,39.0,,MiniRoom2 (in Dorm) in Nesha Guesthouse Lisbon,2017-06-20 17:22:55.856047,38.747595,-9.135601,0101000020E61000001B9C887E6D4522C099D36531B15F4340
11015580,1352,32344156,Shared room,,Lisbon,,Misericórdia,15,4.5,8,1.0,,15.0,,Bed in Bright 8 bedded Dormitory,2017-06-20 17:22:48.213424,38.714269,-9.148023,0101000020E6100000931CB0ABC94B22C0F8C5A52A6D5B4340
17785801,1352,103885214,Shared room,,Lisbon,,Santa Maria Maior,0,0.0,1,1.0,,22.0,,Lisboa Tu & Eu Hostel - V,2017-06-20 17:22:48.210855,38.710202,-9.134,0101000020E6100000F853E3A59B4422C0E3C62DE6E75A4340
18346190,1352,107813252,Shared room,,Lisbon,,Areeiro,0,0.0,3,1.0,,20.0,,Beautiful room near downtown Lisbon,2017-06-20 17:22:48.206709,38.73863,-9.13033,0101000020E610000018601F9DBA4222C018EC866D8B5E4340
14933037,1352,91501272,Shared room,,Lisbon,,Santo António,0,0.0,8,1.0,,11.0,,LOW COST HOSTEL MARQUES GARDENS 8 BED DORM,2017-06-20 17:22:48.204593,38.724962,-9.147498,0101000020E610000069739CDB844B22C0DF6B088ECB5C4340
18347196,1352,107813252,Shared room,,Lisbon,,Areeiro,0,0.0,1,1.0,,16.0,,Nice room near downtown Lisbon 1,2017-06-20 17:22:48.202539,38.739004,-9.131813,0101000020E6100000136058FE7C4322C07DCEDDAE975E4340
17789196,1352,103885214,Shared room,,Lisbon,,Santa Maria Maior,1,0.0,1,1.0,,22.0,,Lisboa Tu & Eu Hostel - XI,2017-06-20 17:22:48.200325,38.709948,-9.133517,0101000020E610000089EB18575C4422C028EE7893DF5A4340
18345382,1352,107813252,Shared room,,Lisbon,,Areeiro,0,0.0,1,1.0,,20.0,,Beautiful room near downtown Lisbon 2,2017-06-20 17:22:48.198072,38.739041,-9.131372,0101000020E61000006138D730434322C09AB33EE5985E4340
18347279,1352,107813252,Shared room,,Lisbon,,Areeiro,0,0.0,1,1.0,,16.0,,Nice room near downtown Lisbon 2,2017-06-20 17:22:48.195913,38.740315,-9.130708,0101000020E6100000B1A6B228EC4222C07FDE54A4C25E4340
17096560,1352,107813252,Shared room,,Lisbon,,Areeiro,5,5.0,1,1.0,,16.0,,Nice room near downtown Lisbon 4,2017-06-20 17:22:48.193864,38.739292,-9.132256,0101000020E61000004966F50EB74322C0E318C91EA15E4340
17788976,1352,103885214,Shared room,,Lisbon,,Santa Maria Maior,1,0.0,1,1.0,,22.0,,Lisboa Tu & Eu Hostel - X,2017-06-20 17:22:48.191794,38.709219,-9.131979,0101000020E61000007F8461C0924322C0D5592DB0C75A4340
17785107,1352,103885214,Shared room,,Lisbon,,Santa Maria Maior,2,0.0,1,1.0,,22.0,,Lisboa Tu & Eu Hostel - IV,2017-06-20 17:22:48.189458,38.709704,-9.133505,0101000020E610000078B471C45A4422C092EBA694D75A4340
11693115,1352,28812904,Shared room,,Lisbon,,Santa Maria Maior,5,3.5,1,1.0,,11.0,,Lisbon Cozy Flat - Bunk Beds 6,2017-06-20 17:22:48.186508,38.712146,-9.13674,0101000020E61000002E1C08C9024622C015FDA199275B4340
11427995,1352,32344156,Shared room,,Lisbon,,Misericórdia,21,5.0,8,1.0,,18.0,,Bed in Elegant 8 bedded dormitory,2017-06-20 17:22:48.184237,38.713993,-9.148454,0101000020E6100000B7EBA529024C22C05649641F645B4340
12299979,1352,66077974,Shared room,,Lisbon,,Arroios,13,4.5,1,1.0,,16.0,,Be Lisbon Hostel,2017-06-20 17:22:48.181853,38.732752,-9.138959,0101000020E610000040F850A2254722C00F0A4AD1CA5D4340
17788751,1352,103885214,Shared room,,Lisbon,,Santa Maria Maior,3,4.5,1,1.0,,22.0,,Lisboa Tu & Eu Hostel - IX,2017-06-20 17:22:48.179533,38.708939,-9.131885,0101000020E61000007AAA436E864322C0F2ED5D83BE5A4340
18344000,1352,107813252,Shared room,,Lisbon,,Areeiro,1,0.0,1,1.0,,20.0,,Beautiful room near downtown Lisbon 1,2017-06-20 17:22:48.177323,38.739531,-9.13077,0101000020E610000089981249F44222C068B0A9F3A85E4340
9019111,1352,46762399,Shared room,,Lisbon,,Avenidas Novas,9,4.0,6,1.0,,18.0,,Shared mixed bunkbed room 1,2017-06-20 17:22:48.174709,38.729017,-9.149932,0101000020E61000006C3F19E3C34C22C0309DD66D505D4340
11523225,1352,58899339,Shared room,,Lisbon,,Avenidas Novas,4,5.0,9,1.0,,23.0,,NestHouse Lisbon Hostel Female Dorm,2017-06-20 17:22:48.164797,38.734229,-9.145199,0101000020E6100000E5D2F885574A22C02C634337FB5D4340
14708916,1352,91501272,Shared room,,Lisbon,,Santo António,18,4.5,4,1.0,,11.0,,LOW COST HOSTEL MARQUES GARDENS 4 BED DORM,2017-06-20 17:22:43.684887,38.723987,-9.146613,0101000020E61000003F56F0DB104B22C055DD239BAB5C4340
11693356,1352,28812904,Shared room,,Lisbon,,Santa Maria Maior,3,4.5,1,1.0,,11.0,,Lisbon Cozy Flat - Bunk Beds 7,2017-06-20 17:22:43.682593,38.711736,-9.136816,0101000020E61000009A232BBF0C4622C064B14D2A1A5B4340
11014997,1352,32344156,Shared room,,Lisbon,,Misericórdia,32,4.5,2,1.0,,16.0,,Single Bed in Elegant Dormitory,2017-06-20 17:22:43.680222,38.713646,-9.150002,0101000020E610000050ABE80FCD4C22C0EA758BC0585B4340
8518909,1352,6855202,Shared room,,Lisbon,,Santo António,0,0.0,1,1.0,,24.0,,Bed in a 4 mixed dorm shared wc,2017-06-20 17:22:43.677580,38.723623,-9.147124,0101000020E6100000D5E940D6534B22C014D1AFAD9F5C4340
