room_id,latitude,longitude
6499,38.696746999999995,-9.198404
17031,38.747643,-9.14085
25659,38.711671,-9.126964
29248,38.712717,-9.12628
29396,38.712392,-9.12887
29720,38.711954999999996,-9.158766
29872,38.701456,-9.191033000000001
29891,38.716376000000004,-9.149055
29915,38.747121,-9.152863
33312,38.7118,-9.143634
33348,38.763814,-9.152563
34783,38.711302,-9.159902
34977,38.714760999999996,-9.132885
40817,38.709532,-9.142547
42172,38.712365999999996,-9.141525999999999
42519,38.71082,-9.1509
44043,38.71176,-9.136205
46567,38.738110999999996,-9.151114
47717,38.713355,-9.135391
50108,38.703883000000005,-9.165199000000001
55116,38.726005,-9.155448
56906,38.719031,-9.123903
57850,38.706005,-9.172369
59227,38.713658,-9.144939
65553,38.718431,-9.167952
65878,38.712947,-9.147388000000001
72807,38.751236999999996,-9.13856
73764,38.721897,-9.154622999999999
75171,38.705015,-9.163480999999999
77130,38.712615,-9.151435000000001
77466,38.711359,-9.145599
83615,38.71255,-9.160008
83933,38.720338,-9.128917999999999
84599,38.711763,-9.13793
85270,38.715885,-9.140652000000001
87723,38.719609999999996,-9.128892
88230,38.7121,-9.141551
88282,38.719361,-9.143855
88312,38.723613,-9.143399
88410,38.715272,-9.123069000000001
89015,38.7124,-9.149889
90387,38.721383,-9.144061
90559,38.720102000000004,-9.143911
90931,38.717671,-9.152622000000001
93111,38.712261,-9.127483
93349,38.715602000000004,-9.152448
93829,38.719122999999996,-9.130576
95212,38.707159000000004,-9.152499
97503,38.720236,-9.143166
101200,38.745571999999996,-9.181042999999999
103252,38.717247,-9.130068
105092,38.712258,-9.126391
105962,38.763621,-9.102296
106051,38.705626,-9.158023
108058,38.748024,-9.140382
116672,38.713926,-9.123483
118653,38.72074,-9.12197
119120,38.708690000000004,-9.162357
120554,38.715542,-9.125708
120617,38.719993,-9.158924
120697,38.711902,-9.127500999999999
122572,38.756223,-9.175061999999999
122998,38.712977,-9.151152
124558,38.712352,-9.137796
125431,38.707718,-9.133242999999998
125536,38.712004,-9.137045
125578,38.715119,-9.135183
125848,38.715233000000005,-9.123845
126646,38.728278,-9.131917999999999
126793,38.717737,-9.154535000000001
129822,38.777214,-9.095919
130708,38.718688,-9.13694
131619,38.721163,-9.136341
133645,38.710784999999994,-9.132233
134065,38.710727,-9.138828
134438,38.719553000000005,-9.122895
135261,38.711036,-9.145506
135493,38.705532,-9.168560000000001
137054,38.712157,-9.131126
137434,38.773219,-9.098562
138929,38.711382,-9.130322
138999,38.710175,-9.13292
140080,38.712461,-9.143964
143802,38.718703000000005,-9.132958
143882,38.75408,-9.167306
144851,38.710954,-9.14402
147932,38.717278,-9.131035
148511,38.712624,-9.141558
149274,38.710183,-9.152823
149332,38.71133,-9.128844
149589,38.714103,-9.134727999999999
150895,38.711509,-9.126756
150945,38.706891,-9.136482
151327,38.711585,-9.128283
154501,38.712607,-9.138735
155303,38.729351,-9.11058
155865,38.706995,-9.177488
159243,38.710372,-9.143677
159464,38.710945,-9.145850999999999
159473,38.71212,-9.145154
159761,38.710710999999996,-9.144860000000001
161268,38.715270000000004,-9.144624
161293,38.717188,-9.140028
162533,38.713384999999995,-9.135618
164397,38.736290999999994,-9.152147
166098,38.711417,-9.138199
166114,38.714172999999995,-9.140536
168227,38.725594,-9.164002
170657,38.707187,-9.161544000000001
170853,38.724920000000004,-9.13263
172014,38.745906,-9.136104
172248,38.748424,-9.132344999999999
172455,38.715087,-9.13516
172638,38.712269,-9.130367
172646,38.719801000000004,-9.137974
172715,38.713997,-9.145544000000001
174064,38.713846000000004,-9.149685
174529,38.717844,-9.132207000000001
174850,38.710101,-9.152725
175940,38.712087,-9.137361
176153,38.708166,-9.143676
176914,38.714873,-9.14626
178515,38.709679,-9.132773
178524,38.710555,-9.132478
181107,38.721558,-9.132658000000001
184211,38.734173,-9.149814
184888,38.767959999999995,-9.097624
185126,38.707243,-9.142984
186742,38.709506,-9.144288000000001
186996,38.715497,-9.135135
187059,38.710661,-9.137808
187442,38.710738,-9.131336
189676,38.710386,-9.148244
190091,38.722443,-9.158645
193321,38.719819,-9.14255
194023,38.718678999999995,-9.161251
196195,38.728229999999996,-9.126688
196619,38.725446999999996,-9.121511
198480,38.778244,-9.152479
199461,38.711375,-9.136548
202150,38.711560999999996,-9.136059
202654,38.706461,-9.212495
203167,38.712893,-9.151909
203177,38.711641,-9.152586
204434,38.712992,-9.125747
205519,38.714071999999994,-9.145006
205532,38.710423999999996,-9.140957
208683,38.709340000000005,-9.132024000000001
210714,38.705129,-9.162346000000001
211616,38.712533,-9.12632
212549,38.713223,-9.146585
212915,38.75455,-9.199891000000001
214694,38.70898,-9.136706
214729,38.750479999999996,-9.145997999999999
216881,38.758669,-9.154585
217187,38.712123,-9.128480999999999
218280,38.716056,-9.160059
220359,38.735237,-9.150350999999999
222942,38.731938,-9.133832
224040,38.709598,-9.146856
224316,38.719367,-9.141193
227224,38.711569,-9.129561
227225,38.71136,-9.151292
229846,38.714107,-9.12456
231002,38.716003,-9.143542
231385,38.745098,-9.138529
231855,38.70885,-9.133205
232858,38.712185999999996,-9.137694999999999
235404,38.711642,-9.129764
236138,38.713594,-9.146828
236176,38.719954,-9.122042
239018,38.736225,-9.155836
241682,38.704158,-9.169569000000001
242394,38.750878,-9.187133
243490,38.711493,-9.137723
244494,38.710684,-9.141008
248849,38.725214,-9.130557000000001
250288,38.713582,-9.1342
250491,38.716359000000004,-9.137828
252744,38.711324,-9.152576
253441,38.71025,-9.148843
254571,38.717034000000005,-9.149855
256093,38.710018,-9.150792
256122,38.723774,-9.145297
257480,38.712792,-9.124571000000001
257560,38.71069,-9.128266
261733,38.712439,-9.145731
262251,38.746204999999996,-9.15094
262616,38.717486,-9.153609
263399,38.72732,-9.163733
266358,38.718868,-9.138777000000001
266659,38.712877,-9.15248
267235,38.724333,-9.156106
268343,38.712828,-9.146837
271430,38.712369,-9.141367
272438,38.713609000000005,-9.141161
272947,38.715154,-9.158257
274547,38.710961,-9.128217
276795,38.711276,-9.143708
279549,38.709959999999995,-9.143471
279804,38.708238,-9.156471
280219,38.714151,-9.130157
281407,38.726839,-9.144254
281639,38.703309000000004,-9.200099
286153,38.729525,-9.167494999999999
286672,38.709792,-9.129431
286706,38.726652,-9.144441
287007,38.709065,-9.143506
287874,38.71183,-9.147364999999999
291676,38.712715,-9.144877000000001
291999,38.710211,-9.147561
295749,38.710791,-9.141896000000001
299321,38.721548999999996,-9.144945
300116,38.734081,-9.11989
300827,38.713605,-9.145831
300875,38.7131,-9.126699
300914,38.712253999999994,-9.135874000000001
301264,38.723006,-9.138710000000001
301755,38.714214,-9.149496000000001
301871,38.722857,-9.147413
303692,38.721866,-9.138529
304025,38.713453,-9.144708999999999
304028,38.712369,-9.144924000000001
304902,38.710171,-9.148693
305088,38.707628,-9.153951
306191,38.713654999999996,-9.144064
307666,38.779498,-9.096687
307683,38.712037,-9.126826
308287,38.711421,-9.147101
311031,38.712734000000005,-9.127233
311040,38.712459,-9.128906
311047,38.712112,-9.128186999999999
313854,38.716898,-9.147657
317916,38.706914000000005,-9.157128
319825,38.718138,-9.120857
320603,38.712025,-9.142641000000001
321426,38.731355,-9.134354
322284,38.709629,-9.136686
324570,38.721916,-9.144843
327792,38.734790999999994,-9.144122
327945,38.710339000000005,-9.135763
333311,38.715933,-9.131451
333919,38.747543,-9.132028
335344,38.712590999999996,-9.14451
335382,38.71759,-9.144862
336832,38.712927,-9.129217
337665,38.720486,-9.15072
340574,38.721852,-9.15841
341268,38.712058,-9.137642
342657,38.720112,-9.136277
343011,38.714785,-9.143835000000001
343912,38.717684000000006,-9.144698
344035,38.710716,-9.147822999999999
347518,38.712092,-9.126445
347530,38.713131,-9.128336000000001
348764,38.712373,-9.152784
349459,38.713592999999996,-9.136305
349971,38.724884,-9.145067999999998
349974,38.725963,-9.144601
349975,38.725445,-9.143818
354431,38.714244,-9.150443
358781,38.734316,-9.155432000000001
364652,38.719364,-9.13832
366752,38.738662,-9.121584
369360,38.716737,-9.146642
370051,38.708861,-9.171702999999999
370774,38.707875,-9.147185
372953,38.713571,-9.136142
376134,38.776121999999994,-9.095355
376774,38.711994,-9.159438
379156,38.7068,-9.172993
381013,38.716640000000005,-9.155541
383282,38.712021,-9.140866
385235,38.715485,-9.151219000000001
387376,38.713309,-9.141442999999999
387414,38.710156,-9.143678
387461,38.716196000000004,-9.145375999999999
392912,38.712072,-9.125959
393402,38.717869,-9.164074000000001
393699,38.716803999999996,-9.147497
393700,38.716704,-9.146685
395874,38.707065,-9.147897
397178,38.737451,-9.151611
401831,38.716623999999996,-9.137958
403131,38.714151,-9.144495
403167,38.712664000000004,-9.144186999999999
403260,38.712291,-9.125944
403751,38.712793,-9.127077
403760,38.712565000000005,-9.1252
